"hmdb_Id"	"kegg_Id"	"super_class"	"class"
"27305"	"HMDB46685"	"NA"	"Lipids"	"Glycerolipids"
"27306"	"HMDB46686"	"NA"	"Lipids"	"Glycerolipids"
"27307"	"HMDB46687"	"NA"	"Lipids"	"Glycerolipids"
"27308"	"HMDB46688"	"NA"	"Lipids"	"Glycerolipids"
"27309"	"HMDB46689"	"NA"	"Lipids"	"Glycerolipids"
"27310"	"HMDB46690"	"NA"	"Lipids"	"Glycerolipids"
"27311"	"HMDB46691"	"NA"	"Lipids"	"Glycerolipids"
"27312"	"HMDB46692"	"NA"	"Lipids"	"Glycerolipids"
"27313"	"HMDB46693"	"NA"	"Lipids"	"Glycerolipids"
"27314"	"HMDB46694"	"NA"	"Lipids"	"Glycerolipids"
"27315"	"HMDB46695"	"NA"	"Lipids"	"Glycerolipids"
"27316"	"HMDB46696"	"NA"	"Lipids"	"Glycerolipids"
"27317"	"HMDB46697"	"NA"	"Lipids"	"Glycerolipids"
"27318"	"HMDB46698"	"NA"	"Lipids"	"Glycerolipids"
"27319"	"HMDB46699"	"NA"	"Lipids"	"Glycerolipids"
"27320"	"HMDB46700"	"NA"	"Lipids"	"Glycerolipids"
"27321"	"HMDB46701"	"NA"	"Lipids"	"Glycerolipids"
"27322"	"HMDB46702"	"NA"	"Lipids"	"Glycerolipids"
"27323"	"HMDB46703"	"NA"	"Lipids"	"Glycerolipids"
"27324"	"HMDB46704"	"NA"	"Lipids"	"Glycerolipids"
"27325"	"HMDB46705"	"NA"	"Lipids"	"Fatty Acid Esters"
"27326"	"HMDB46706"	"NA"	"Lipids"	"Glycerolipids"
"27327"	"HMDB46707"	"NA"	"Lipids"	"Glycerolipids"
"27328"	"HMDB46708"	"NA"	"Lipids"	"Glycerolipids"
"27329"	"HMDB46709"	"NA"	"Lipids"	"Glycerolipids"
"27330"	"HMDB46710"	"NA"	"Lipids"	"Glycerolipids"
"27331"	"HMDB46711"	"NA"	"Lipids"	"Glycerolipids"
"27332"	"HMDB46712"	"NA"	"Lipids"	"Glycerolipids"
"27333"	"HMDB46713"	"NA"	"Lipids"	"Glycerolipids"
"27334"	"HMDB46714"	"NA"	"Lipids"	"Glycerolipids"
"27335"	"HMDB46715"	"NA"	"Lipids"	"Glycerolipids"
"27336"	"HMDB46716"	"NA"	"Lipids"	"Glycerolipids"
"27337"	"HMDB46717"	"NA"	"Lipids"	"Glycerolipids"
"27338"	"HMDB46718"	"NA"	"Lipids"	"Glycerolipids"
"27339"	"HMDB46719"	"NA"	"Lipids"	"Glycerolipids"
"27340"	"HMDB46720"	"NA"	"Lipids"	"Glycerolipids"
"27341"	"HMDB46721"	"NA"	"Lipids"	"Glycerolipids"
"27342"	"HMDB46722"	"NA"	"Lipids"	"Glycerolipids"
"27343"	"HMDB46723"	"NA"	"Lipids"	"Glycerolipids"
"27344"	"HMDB46724"	"NA"	"Lipids"	"Glycerolipids"
"27345"	"HMDB46725"	"NA"	"Lipids"	"Glycerolipids"
"27346"	"HMDB46726"	"NA"	"Lipids"	"Glycerolipids"
"27347"	"HMDB46727"	"NA"	"Lipids"	"Glycerolipids"
"27348"	"HMDB46728"	"NA"	"Lipids"	"Glycerolipids"
"27349"	"HMDB46729"	"NA"	"Lipids"	"Glycerolipids"
"27350"	"HMDB46730"	"NA"	"Lipids"	"Fatty Acid Esters"
"27351"	"HMDB46731"	"NA"	"Lipids"	"Glycerolipids"
"27352"	"HMDB46732"	"NA"	"Lipids"	"Glycerolipids"
"27353"	"HMDB46733"	"NA"	"Lipids"	"Glycerolipids"
"27354"	"HMDB46734"	"NA"	"Lipids"	"Glycerolipids"
"27355"	"HMDB46735"	"NA"	"Lipids"	"Glycerolipids"
"27356"	"HMDB46736"	"NA"	"Lipids"	"Glycerolipids"
"27357"	"HMDB46737"	"NA"	"Lipids"	"Glycerolipids"
"27358"	"HMDB46738"	"NA"	"Lipids"	"Glycerolipids"
"27359"	"HMDB46739"	"NA"	"Lipids"	"Glycerolipids"
"27360"	"HMDB46740"	"NA"	"Lipids"	"Glycerolipids"
"27361"	"HMDB46741"	"NA"	"Lipids"	"Glycerolipids"
"27362"	"HMDB46742"	"NA"	"Lipids"	"Glycerolipids"
"27363"	"HMDB46743"	"NA"	"Lipids"	"Glycerolipids"
"27364"	"HMDB46744"	"NA"	"Lipids"	"Glycerolipids"
"27365"	"HMDB46745"	"NA"	"Lipids"	"Glycerolipids"
"27366"	"HMDB46746"	"NA"	"Lipids"	"Glycerolipids"
"27367"	"HMDB46747"	"NA"	"Lipids"	"Glycerolipids"
"27368"	"HMDB46748"	"NA"	"Lipids"	"Glycerolipids"
"27369"	"HMDB46749"	"NA"	"Lipids"	"Glycerolipids"
"27370"	"HMDB46750"	"NA"	"Lipids"	"Glycerolipids"
"27371"	"HMDB46751"	"NA"	"Lipids"	"Glycerolipids"
"27372"	"HMDB46752"	"NA"	"Lipids"	"Glycerolipids"
"27373"	"HMDB46753"	"NA"	"Lipids"	"Glycerolipids"
"27374"	"HMDB46754"	"NA"	"Lipids"	"Glycerolipids"
"27375"	"HMDB46755"	"NA"	"Lipids"	"Fatty Acid Esters"
"27376"	"HMDB46756"	"NA"	"Lipids"	"Glycerolipids"
"27377"	"HMDB46757"	"NA"	"Lipids"	"Glycerolipids"
"27378"	"HMDB46758"	"NA"	"Lipids"	"Glycerolipids"
"27379"	"HMDB46759"	"NA"	"Lipids"	"Glycerolipids"
"27380"	"HMDB46760"	"NA"	"Lipids"	"Glycerolipids"
"27381"	"HMDB46761"	"NA"	"Lipids"	"Glycerolipids"
"27382"	"HMDB46762"	"NA"	"Lipids"	"Glycerolipids"
"27383"	"HMDB46763"	"NA"	"Lipids"	"Glycerolipids"
"27384"	"HMDB46764"	"NA"	"Lipids"	"Glycerolipids"
"27385"	"HMDB46765"	"NA"	"Lipids"	"Glycerolipids"
"27386"	"HMDB46766"	"NA"	"Lipids"	"Glycerolipids"
"27387"	"HMDB46767"	"NA"	"Lipids"	"Glycerolipids"
"27388"	"HMDB46768"	"NA"	"Lipids"	"Glycerolipids"
"27389"	"HMDB46769"	"NA"	"Lipids"	"Glycerolipids"
"27390"	"HMDB46770"	"NA"	"Lipids"	"Glycerolipids"
"27391"	"HMDB46771"	"NA"	"Lipids"	"Glycerolipids"
"27392"	"HMDB46772"	"NA"	"Lipids"	"Glycerolipids"
"27393"	"HMDB46773"	"NA"	"Lipids"	"Glycerolipids"
"27394"	"HMDB46774"	"NA"	"Lipids"	"Glycerolipids"
"27395"	"HMDB46775"	"NA"	"Lipids"	"Glycerolipids"
"27396"	"HMDB46776"	"NA"	"Lipids"	"Glycerolipids"
"27397"	"HMDB46777"	"NA"	"Lipids"	"Glycerolipids"
"27398"	"HMDB46778"	"NA"	"Lipids"	"Glycerolipids"
"27399"	"HMDB46779"	"NA"	"Lipids"	"Glycerolipids"
"27400"	"HMDB46780"	"NA"	"Lipids"	"Fatty Acid Esters"
"27401"	"HMDB46781"	"NA"	"Lipids"	"Glycerolipids"
"27402"	"HMDB46782"	"NA"	"Lipids"	"Glycerolipids"
"27403"	"HMDB46783"	"NA"	"Lipids"	"Glycerolipids"
"27404"	"HMDB46784"	"NA"	"Lipids"	"Glycerolipids"
"27405"	"HMDB46785"	"NA"	"Lipids"	"Glycerolipids"
"27406"	"HMDB46786"	"NA"	"Lipids"	"Glycerolipids"
"27407"	"HMDB46787"	"NA"	"Lipids"	"Glycerolipids"
"27408"	"HMDB46788"	"NA"	"Lipids"	"Glycerolipids"
"27409"	"HMDB46789"	"NA"	"Lipids"	"Glycerolipids"
"27410"	"HMDB46790"	"NA"	"Lipids"	"Glycerolipids"
"27411"	"HMDB46791"	"NA"	"Lipids"	"Glycerolipids"
"27412"	"HMDB46792"	"NA"	"Lipids"	"Glycerolipids"
"27413"	"HMDB46793"	"NA"	"Lipids"	"Glycerolipids"
"27414"	"HMDB46794"	"NA"	"Lipids"	"Glycerolipids"
"27415"	"HMDB46795"	"NA"	"Lipids"	"Glycerolipids"
"27416"	"HMDB46796"	"NA"	"Lipids"	"Glycerolipids"
"27417"	"HMDB46797"	"NA"	"Lipids"	"Glycerolipids"
"27418"	"HMDB46798"	"NA"	"Lipids"	"Glycerolipids"
"27419"	"HMDB46799"	"NA"	"Lipids"	"Glycerolipids"
"27420"	"HMDB46800"	"NA"	"Lipids"	"Glycerolipids"
"27421"	"HMDB46801"	"NA"	"Lipids"	"Glycerolipids"
"27422"	"HMDB46802"	"NA"	"Lipids"	"Glycerolipids"
"27423"	"HMDB46803"	"NA"	"Lipids"	"Glycerolipids"
"27424"	"HMDB46804"	"NA"	"Lipids"	"Glycerolipids"
"27425"	"HMDB46805"	"NA"	"Lipids"	"Fatty Acid Esters"
"27426"	"HMDB46806"	"NA"	"Lipids"	"Glycerolipids"
"27427"	"HMDB46807"	"NA"	"Lipids"	"Glycerolipids"
"27428"	"HMDB46808"	"NA"	"Lipids"	"Glycerolipids"
"27429"	"HMDB46809"	"NA"	"Lipids"	"Glycerolipids"
"27430"	"HMDB46810"	"NA"	"Lipids"	"Glycerolipids"
"27431"	"HMDB46811"	"NA"	"Lipids"	"Glycerolipids"
"27432"	"HMDB46812"	"NA"	"Lipids"	"Glycerolipids"
"27433"	"HMDB46813"	"NA"	"Lipids"	"Glycerolipids"
"27434"	"HMDB46814"	"NA"	"Lipids"	"Glycerolipids"
"27435"	"HMDB46815"	"NA"	"Lipids"	"Glycerolipids"
"27436"	"HMDB46816"	"NA"	"Lipids"	"Glycerolipids"
"27437"	"HMDB46817"	"NA"	"Lipids"	"Glycerolipids"
"27438"	"HMDB46818"	"NA"	"Lipids"	"Glycerolipids"
"27439"	"HMDB46819"	"NA"	"Lipids"	"Glycerolipids"
"27440"	"HMDB46820"	"NA"	"Lipids"	"Glycerolipids"
"27441"	"HMDB46821"	"NA"	"Lipids"	"Glycerolipids"
"27442"	"HMDB46822"	"NA"	"Lipids"	"Glycerolipids"
"27443"	"HMDB46823"	"NA"	"Lipids"	"Glycerolipids"
"27444"	"HMDB46824"	"NA"	"Lipids"	"Glycerolipids"
"27445"	"HMDB46825"	"NA"	"Lipids"	"Glycerolipids"
"27446"	"HMDB46826"	"NA"	"Lipids"	"Glycerolipids"
"27447"	"HMDB46827"	"NA"	"Lipids"	"Glycerolipids"
"27448"	"HMDB46828"	"NA"	"Lipids"	"Glycerolipids"
"27449"	"HMDB46829"	"NA"	"Lipids"	"Glycerolipids"
"27450"	"HMDB46830"	"NA"	"Lipids"	"Fatty Acid Esters"
"27451"	"HMDB46831"	"NA"	"Lipids"	"Glycerolipids"
"27452"	"HMDB46832"	"NA"	"Lipids"	"Glycerolipids"
"27453"	"HMDB46833"	"NA"	"Lipids"	"Glycerolipids"
"27454"	"HMDB46834"	"NA"	"Lipids"	"Glycerolipids"
"27455"	"HMDB46835"	"NA"	"Lipids"	"Glycerolipids"
"27456"	"HMDB46836"	"NA"	"Lipids"	"Glycerolipids"
"27457"	"HMDB46837"	"NA"	"Lipids"	"Glycerolipids"
"27458"	"HMDB46838"	"NA"	"Lipids"	"Glycerolipids"
"27459"	"HMDB46839"	"NA"	"Lipids"	"Glycerolipids"
"27460"	"HMDB46840"	"NA"	"Lipids"	"Glycerolipids"
"27461"	"HMDB46841"	"NA"	"Lipids"	"Glycerolipids"
"27462"	"HMDB46842"	"NA"	"Lipids"	"Glycerolipids"
"27463"	"HMDB46843"	"NA"	"Lipids"	"Glycerolipids"
"27464"	"HMDB46844"	"NA"	"Lipids"	"Glycerolipids"
"27465"	"HMDB46845"	"NA"	"Lipids"	"Glycerolipids"
"27466"	"HMDB46846"	"NA"	"Lipids"	"Glycerolipids"
"27467"	"HMDB46847"	"NA"	"Lipids"	"Glycerolipids"
"27468"	"HMDB46848"	"NA"	"Lipids"	"Glycerolipids"
"27469"	"HMDB46849"	"NA"	"Lipids"	"Glycerolipids"
"27470"	"HMDB46850"	"NA"	"Lipids"	"Glycerolipids"
"27471"	"HMDB46851"	"NA"	"Lipids"	"Glycerolipids"
"27472"	"HMDB46852"	"NA"	"Lipids"	"Glycerolipids"
"27473"	"HMDB46853"	"NA"	"Lipids"	"Glycerolipids"
"27474"	"HMDB46854"	"NA"	"Lipids"	"Glycerolipids"
"27475"	"HMDB46855"	"NA"	"Lipids"	"Fatty Acid Esters"
"27476"	"HMDB46856"	"NA"	"Lipids"	"Glycerolipids"
"27477"	"HMDB46857"	"NA"	"Lipids"	"Glycerolipids"
"27478"	"HMDB46858"	"NA"	"Lipids"	"Glycerolipids"
"27479"	"HMDB46859"	"NA"	"Lipids"	"Glycerolipids"
"27480"	"HMDB46860"	"NA"	"Lipids"	"Glycerolipids"
"27481"	"HMDB46861"	"NA"	"Lipids"	"Glycerolipids"
"27482"	"HMDB46862"	"NA"	"Lipids"	"Glycerolipids"
"27483"	"HMDB46863"	"NA"	"Lipids"	"Glycerolipids"
"27484"	"HMDB46864"	"NA"	"Lipids"	"Glycerolipids"
"27485"	"HMDB46865"	"NA"	"Lipids"	"Glycerolipids"
"27486"	"HMDB46866"	"NA"	"Lipids"	"Glycerolipids"
"27487"	"HMDB46867"	"NA"	"Lipids"	"Glycerolipids"
"27488"	"HMDB46868"	"NA"	"Lipids"	"Glycerolipids"
"27489"	"HMDB46869"	"NA"	"Lipids"	"Glycerolipids"
"27490"	"HMDB46870"	"NA"	"Lipids"	"Glycerolipids"
"27491"	"HMDB46871"	"NA"	"Lipids"	"Glycerolipids"
"27492"	"HMDB46872"	"NA"	"Lipids"	"Glycerolipids"
"27493"	"HMDB46873"	"NA"	"Lipids"	"Glycerolipids"
"27494"	"HMDB46874"	"NA"	"Lipids"	"Glycerolipids"
"27495"	"HMDB46875"	"NA"	"Lipids"	"Glycerolipids"
"27496"	"HMDB46876"	"NA"	"Lipids"	"Glycerolipids"
"27497"	"HMDB46877"	"NA"	"Lipids"	"Glycerolipids"
"27498"	"HMDB46878"	"NA"	"Lipids"	"Glycerolipids"
"27499"	"HMDB46879"	"NA"	"Lipids"	"Glycerolipids"
"27500"	"HMDB46880"	"NA"	"Lipids"	"Fatty Acid Esters"
"27501"	"HMDB46881"	"NA"	"Lipids"	"Glycerolipids"
"27502"	"HMDB46882"	"NA"	"Lipids"	"Glycerolipids"
"27503"	"HMDB46883"	"NA"	"Lipids"	"Glycerolipids"
"27504"	"HMDB46884"	"NA"	"Lipids"	"Glycerolipids"
"27505"	"HMDB46885"	"NA"	"Lipids"	"Glycerolipids"
"27506"	"HMDB46886"	"NA"	"Lipids"	"Glycerolipids"
"27507"	"HMDB46887"	"NA"	"Lipids"	"Glycerolipids"
"27508"	"HMDB46888"	"NA"	"Lipids"	"Glycerolipids"
"27509"	"HMDB46889"	"NA"	"Lipids"	"Glycerolipids"
"27510"	"HMDB46890"	"NA"	"Lipids"	"Glycerolipids"
"27511"	"HMDB46891"	"NA"	"Lipids"	"Glycerolipids"
"27512"	"HMDB46892"	"NA"	"Lipids"	"Glycerolipids"
"27513"	"HMDB46893"	"NA"	"Lipids"	"Glycerolipids"
"27514"	"HMDB46894"	"NA"	"Lipids"	"Glycerolipids"
"27515"	"HMDB46895"	"NA"	"Lipids"	"Glycerolipids"
"27516"	"HMDB46896"	"NA"	"Lipids"	"Glycerolipids"
"27517"	"HMDB46897"	"NA"	"Lipids"	"Glycerolipids"
"27518"	"HMDB46898"	"NA"	"Lipids"	"Glycerolipids"
"27519"	"HMDB46899"	"NA"	"Lipids"	"Glycerolipids"
"27520"	"HMDB46900"	"NA"	"Lipids"	"Glycerolipids"
"27521"	"HMDB46901"	"NA"	"Lipids"	"Glycerolipids"
"27522"	"HMDB46902"	"NA"	"Lipids"	"Glycerolipids"
"27523"	"HMDB46903"	"NA"	"Lipids"	"Glycerolipids"
"27524"	"HMDB46904"	"NA"	"Lipids"	"Glycerolipids"
"27525"	"HMDB46905"	"NA"	"Lipids"	"Fatty Acid Esters"
"27526"	"HMDB46906"	"NA"	"Lipids"	"Glycerolipids"
"27527"	"HMDB46907"	"NA"	"Lipids"	"Glycerolipids"
"27528"	"HMDB46908"	"NA"	"Lipids"	"Glycerolipids"
"27529"	"HMDB46909"	"NA"	"Lipids"	"Glycerolipids"
"27530"	"HMDB46910"	"NA"	"Lipids"	"Glycerolipids"
"27531"	"HMDB46911"	"NA"	"Lipids"	"Glycerolipids"
"27532"	"HMDB46912"	"NA"	"Lipids"	"Glycerolipids"
"27533"	"HMDB46913"	"NA"	"Lipids"	"Glycerolipids"
"27534"	"HMDB46914"	"NA"	"Lipids"	"Glycerolipids"
"27535"	"HMDB46915"	"NA"	"Lipids"	"Glycerolipids"
"27536"	"HMDB46916"	"NA"	"Lipids"	"Glycerolipids"
"27537"	"HMDB46917"	"NA"	"Lipids"	"Glycerolipids"
"27538"	"HMDB46918"	"NA"	"Lipids"	"Glycerolipids"
"27539"	"HMDB46919"	"NA"	"Lipids"	"Glycerolipids"
"27540"	"HMDB46920"	"NA"	"Lipids"	"Glycerolipids"
"27541"	"HMDB46921"	"NA"	"Lipids"	"Glycerolipids"
"27542"	"HMDB46922"	"NA"	"Lipids"	"Glycerolipids"
"27543"	"HMDB46923"	"NA"	"Lipids"	"Glycerolipids"
"27544"	"HMDB46924"	"NA"	"Lipids"	"Glycerolipids"
"27545"	"HMDB46925"	"NA"	"Lipids"	"Glycerolipids"
"27546"	"HMDB46926"	"NA"	"Lipids"	"Glycerolipids"
"27547"	"HMDB46927"	"NA"	"Lipids"	"Glycerolipids"
"27548"	"HMDB46928"	"NA"	"Lipids"	"Glycerolipids"
"27549"	"HMDB46929"	"NA"	"Lipids"	"Glycerolipids"
"27550"	"HMDB46930"	"NA"	"Lipids"	"Fatty Acid Esters"
"27551"	"HMDB46931"	"NA"	"Lipids"	"Glycerolipids"
"27552"	"HMDB46932"	"NA"	"Lipids"	"Glycerolipids"
"27553"	"HMDB46933"	"NA"	"Lipids"	"Glycerolipids"
"27554"	"HMDB46934"	"NA"	"Lipids"	"Glycerolipids"
"27555"	"HMDB46935"	"NA"	"Lipids"	"Glycerolipids"
"27556"	"HMDB46936"	"NA"	"Lipids"	"Glycerolipids"
"27557"	"HMDB46937"	"NA"	"Lipids"	"Glycerolipids"
"27558"	"HMDB46938"	"NA"	"Lipids"	"Glycerolipids"
"27559"	"HMDB46939"	"NA"	"Lipids"	"Glycerolipids"
"27560"	"HMDB46940"	"NA"	"Lipids"	"Glycerolipids"
"27561"	"HMDB46941"	"NA"	"Lipids"	"Glycerolipids"
"27562"	"HMDB46942"	"NA"	"Lipids"	"Glycerolipids"
"27563"	"HMDB46943"	"NA"	"Lipids"	"Glycerolipids"
"27564"	"HMDB46944"	"NA"	"Lipids"	"Glycerolipids"
"27565"	"HMDB46945"	"NA"	"Lipids"	"Glycerolipids"
"27566"	"HMDB46946"	"NA"	"Lipids"	"Glycerolipids"
"27567"	"HMDB46947"	"NA"	"Lipids"	"Glycerolipids"
"27568"	"HMDB46948"	"NA"	"Lipids"	"Glycerolipids"
"27569"	"HMDB46949"	"NA"	"Lipids"	"Glycerolipids"
"27570"	"HMDB46950"	"NA"	"Lipids"	"Glycerolipids"
"27571"	"HMDB46951"	"NA"	"Lipids"	"Glycerolipids"
"27572"	"HMDB46952"	"NA"	"Lipids"	"Glycerolipids"
"27573"	"HMDB46953"	"NA"	"Lipids"	"Glycerolipids"
"27574"	"HMDB46954"	"NA"	"Lipids"	"Glycerolipids"
"27575"	"HMDB46955"	"NA"	"Lipids"	"Fatty Acid Esters"
"27576"	"HMDB46956"	"NA"	"Lipids"	"Glycerolipids"
"27577"	"HMDB46957"	"NA"	"Lipids"	"Glycerolipids"
"27578"	"HMDB46958"	"NA"	"Lipids"	"Glycerolipids"
"27579"	"HMDB46959"	"NA"	"Lipids"	"Glycerolipids"
"27580"	"HMDB46960"	"NA"	"Lipids"	"Glycerolipids"
"27581"	"HMDB46961"	"NA"	"Lipids"	"Glycerolipids"
"27582"	"HMDB46962"	"NA"	"Lipids"	"Glycerolipids"
"27583"	"HMDB46963"	"NA"	"Lipids"	"Glycerolipids"
"27584"	"HMDB46964"	"NA"	"Lipids"	"Glycerolipids"
"27585"	"HMDB46965"	"NA"	"Lipids"	"Glycerolipids"
"27586"	"HMDB46966"	"NA"	"Lipids"	"Glycerolipids"
"27587"	"HMDB46967"	"NA"	"Lipids"	"Glycerolipids"
"27588"	"HMDB46968"	"NA"	"Lipids"	"Glycerolipids"
"27589"	"HMDB46969"	"NA"	"Lipids"	"Glycerolipids"
"27590"	"HMDB46970"	"NA"	"Lipids"	"Glycerolipids"
"27591"	"HMDB46971"	"NA"	"Lipids"	"Glycerolipids"
"27592"	"HMDB46972"	"NA"	"Lipids"	"Glycerolipids"
"27593"	"HMDB46973"	"NA"	"Lipids"	"Glycerolipids"
"27594"	"HMDB46974"	"NA"	"Lipids"	"Glycerolipids"
"27595"	"HMDB46975"	"NA"	"Lipids"	"Glycerolipids"
"27596"	"HMDB46976"	"NA"	"Lipids"	"Glycerolipids"
"27597"	"HMDB46977"	"NA"	"Lipids"	"Glycerolipids"
"27598"	"HMDB46978"	"NA"	"Lipids"	"Glycerolipids"
"27599"	"HMDB46979"	"NA"	"Lipids"	"Glycerolipids"
"27600"	"HMDB46980"	"NA"	"Lipids"	"Fatty Acid Esters"
"27601"	"HMDB46981"	"NA"	"Lipids"	"Fatty Acid Esters"
"27602"	"HMDB46982"	"NA"	"Lipids"	"Fatty Acid Esters"
"27603"	"HMDB46983"	"NA"	"Lipids"	"Fatty Acid Esters"
"27604"	"HMDB46984"	"NA"	"Lipids"	"Fatty Acid Esters"
"27605"	"HMDB46985"	"NA"	"Lipids"	"Fatty Acid Esters"
"27606"	"HMDB46986"	"NA"	"Lipids"	"Fatty Acid Esters"
"27607"	"HMDB46987"	"NA"	"Lipids"	"Fatty Acid Esters"
"27608"	"HMDB46988"	"NA"	"Lipids"	"Fatty Acid Esters"
"27609"	"HMDB46989"	"NA"	"Lipids"	"Fatty Acid Esters"
"27610"	"HMDB46990"	"NA"	"Lipids"	"Fatty Acid Esters"
"27611"	"HMDB46991"	"NA"	"Lipids"	"Fatty Acid Esters"
"27612"	"HMDB46992"	"NA"	"Lipids"	"Fatty Acid Esters"
"27613"	"HMDB46993"	"NA"	"Lipids"	"Fatty Acid Esters"
"27614"	"HMDB46994"	"NA"	"Lipids"	"Fatty Acid Esters"
"27615"	"HMDB46995"	"NA"	"Lipids"	"Fatty Acid Esters"
"27616"	"HMDB46996"	"NA"	"Lipids"	"Fatty Acid Esters"
"27617"	"HMDB46997"	"NA"	"Lipids"	"Fatty Acid Esters"
"27618"	"HMDB46998"	"NA"	"Lipids"	"Fatty Acid Esters"
"27619"	"HMDB46999"	"NA"	"Lipids"	"Fatty Acid Esters"
"27620"	"HMDB47000"	"NA"	"Lipids"	"Fatty Acid Esters"
"27621"	"HMDB47001"	"NA"	"Lipids"	"Fatty Acid Esters"
"27622"	"HMDB47002"	"NA"	"Lipids"	"Fatty Acid Esters"
"27623"	"HMDB47003"	"NA"	"Lipids"	"Fatty Acid Esters"
"27624"	"HMDB47004"	"NA"	"Lipids"	"Fatty Acid Esters"
"27625"	"HMDB47005"	"NA"	"Lipids"	"Glycerolipids"
"27626"	"HMDB47006"	"NA"	"Lipids"	"Glycerolipids"
"27627"	"HMDB47007"	"NA"	"Lipids"	"Glycerolipids"
"27628"	"HMDB47008"	"NA"	"Lipids"	"Glycerolipids"
"27629"	"HMDB47009"	"NA"	"Lipids"	"Glycerolipids"
"27630"	"HMDB47010"	"NA"	"Lipids"	"Glycerolipids"
"27631"	"HMDB47011"	"NA"	"Lipids"	"Glycerolipids"
"27632"	"HMDB47012"	"NA"	"Lipids"	"Glycerolipids"
"27633"	"HMDB47013"	"NA"	"Lipids"	"Glycerolipids"
"27634"	"HMDB47014"	"NA"	"Lipids"	"Glycerolipids"
"27635"	"HMDB47015"	"NA"	"Lipids"	"Glycerolipids"
"27636"	"HMDB47016"	"NA"	"Lipids"	"Glycerolipids"
"27637"	"HMDB47017"	"NA"	"Lipids"	"Glycerolipids"
"27638"	"HMDB47018"	"NA"	"Lipids"	"Glycerolipids"
"27639"	"HMDB47019"	"NA"	"Lipids"	"Glycerolipids"
"27640"	"HMDB47020"	"NA"	"Lipids"	"Glycerolipids"
"27641"	"HMDB47021"	"NA"	"Lipids"	"Glycerolipids"
"27642"	"HMDB47022"	"NA"	"Lipids"	"Glycerolipids"
"27643"	"HMDB47023"	"NA"	"Lipids"	"Glycerolipids"
"27644"	"HMDB47024"	"NA"	"Lipids"	"Glycerolipids"
"27645"	"HMDB47025"	"NA"	"Lipids"	"Glycerolipids"
"27646"	"HMDB47026"	"NA"	"Lipids"	"Glycerolipids"
"27647"	"HMDB47027"	"NA"	"Lipids"	"Glycerolipids"
"27648"	"HMDB47028"	"NA"	"Lipids"	"Fatty Acid Esters"
"27649"	"HMDB47029"	"NA"	"Lipids"	"Glycerolipids"
"27650"	"HMDB47030"	"NA"	"Lipids"	"Glycerolipids"
"27651"	"HMDB47031"	"NA"	"Lipids"	"Glycerolipids"
"27652"	"HMDB47032"	"NA"	"Lipids"	"Glycerolipids"
"27653"	"HMDB47033"	"NA"	"Lipids"	"Glycerolipids"
"27654"	"HMDB47034"	"NA"	"Lipids"	"Glycerolipids"
"27655"	"HMDB47035"	"NA"	"Lipids"	"Glycerolipids"
"27656"	"HMDB47036"	"NA"	"Lipids"	"Glycerolipids"
"27657"	"HMDB47037"	"NA"	"Lipids"	"Glycerolipids"
"27658"	"HMDB47038"	"NA"	"Lipids"	"Glycerolipids"
"27659"	"HMDB47039"	"NA"	"Lipids"	"Glycerolipids"
"27660"	"HMDB47040"	"NA"	"Lipids"	"Glycerolipids"
"27661"	"HMDB47041"	"NA"	"Lipids"	"Glycerolipids"
"27662"	"HMDB47042"	"NA"	"Lipids"	"Glycerolipids"
"27663"	"HMDB47043"	"NA"	"Lipids"	"Glycerolipids"
"27664"	"HMDB47044"	"NA"	"Lipids"	"Glycerolipids"
"27665"	"HMDB47045"	"NA"	"Lipids"	"Glycerolipids"
"27666"	"HMDB47046"	"NA"	"Lipids"	"Glycerolipids"
"27667"	"HMDB47047"	"NA"	"Lipids"	"Glycerolipids"
"27668"	"HMDB47048"	"NA"	"Lipids"	"Glycerolipids"
"27669"	"HMDB47049"	"NA"	"Lipids"	"Glycerolipids"
"27670"	"HMDB47050"	"NA"	"Lipids"	"Glycerolipids"
"27671"	"HMDB47051"	"NA"	"Lipids"	"Glycerolipids"
"27672"	"HMDB47052"	"NA"	"Lipids"	"Fatty Acid Esters"
"27673"	"HMDB47053"	"NA"	"Lipids"	"Glycerolipids"
"27674"	"HMDB47054"	"NA"	"Lipids"	"Glycerolipids"
"27675"	"HMDB47055"	"NA"	"Lipids"	"Glycerolipids"
"27676"	"HMDB47056"	"NA"	"Lipids"	"Glycerolipids"
"27677"	"HMDB47057"	"NA"	"Lipids"	"Glycerolipids"
"27678"	"HMDB47058"	"NA"	"Lipids"	"Glycerolipids"
"27679"	"HMDB47059"	"NA"	"Lipids"	"Glycerolipids"
"27680"	"HMDB47060"	"NA"	"Lipids"	"Glycerolipids"
"27681"	"HMDB47061"	"NA"	"Lipids"	"Glycerolipids"
"27682"	"HMDB47062"	"NA"	"Lipids"	"Glycerolipids"
"27683"	"HMDB47063"	"NA"	"Lipids"	"Glycerolipids"
"27684"	"HMDB47064"	"NA"	"Lipids"	"Glycerolipids"
"27685"	"HMDB47065"	"NA"	"Lipids"	"Glycerolipids"
"27686"	"HMDB47066"	"NA"	"Lipids"	"Glycerolipids"
"27687"	"HMDB47067"	"NA"	"Lipids"	"Glycerolipids"
"27688"	"HMDB47068"	"NA"	"Lipids"	"Glycerolipids"
